,PID,Department,Name,ID,Instrument Breakdown Date,Contact Time,Suport Time,Complete Time,Type,Detail,Action,Offline/ Online Support,Suport Persion,Contact Persion,Current Status,Note,Test affected during breakdown (yes/No),Name of the test affected,No of test affected,Image,File,Unnamed: 21
299,2304271539,Hematology - Coagulation,Alinity H-series,Hq-1,2023-03-04 09:30:00,,2023-03-04 10:00:00,2023-03-04 00:00:00,Breakdown,Fluid entered buffer tank,"Clean valve 02, valve 07, waste pipe",Offline,Mr. Tới,BME,Done,,0.0,,,,,
300,38,GLP,Cars and Track,CTR,2023-03-03 13:55:00,,2023-03-03 14:00:00,2023-03-03 15:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
301,36,GLP,Cars and Track,CTR,2023-03-03 12:25:00,,2023-03-03 12:30:00,2023-03-03 13:30:00,Breakdown,CrossSwitch TAC failed,replace CrossSwitch,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
302,127,GLP,Tempus Module,IOM_TIO-01,2023-03-02 21:55:00,,2023-03-02 22:00:00,2023-03-02 22:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
303,2305180231,AO,Tempus,Tempus600,2023-03-01 15:31:00,,2023-03-01 16:00:00,2023-03-01 19:00:00,Breakdown,Dust on Tempus system,"Clean pipe, receiving module, break system",Offline,Mr. Duy,BME,Follow up,,0.0,,,Form_Images/2305180231Tempus600.Image.193556.png,,
304,35,GLP,Tempus Module,IOM_TIO-02,2023-03-01 09:35:00,,2023-03-01 09:40:00,2023-03-01 11:30:00,Breakdown,Module controller disconnected,Replace Module controller board,Offline,Mr. Hoàng,BME,Done,178555657 5210006989 G-41013-01 MODULE CONTROLLER BOA A44 1,0.0,,,,,
305,26,Bio-Immuno,Cobas e801 Analytical unit,MD-09,2023-02-28 10:00:00,,2023-02-28 10:20:00,2023-02-28 11:00:00,Breakdown,"Reagent loading error, lever caution","Check reagent pack, take log file for study",Offline,Mr. Phúc,Ms. Ngọc,Done,Waiting for answer after 2 weeks,0.0,,,,,
306,27,GLP,Tempus Module,IOM_TIO-01,2023-02-27 23:55:00,,2023-02-28 00:00:00,2023-02-28 00:15:00,Breakdown,Tube out of line,Clean and research Drawer,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
307,28,GLP,RSM,RSM-2,2023-02-27 07:30:00,,2023-02-27 07:45:00,2023-02-27 10:00:00,Breakdown,5684 RSMtransport pick error at sample positioner,"Clean and lube axis, calibrate",Offline,Mr. Vũ,BME,Done,,0.0,,,,,
308,56,Hematology - Coagulation,Tosoh HLC-723 G11 LA analyzer,HbA1c-02,2023-02-24 15:00:00,,2023-02-24 15:30:00,2023-02-24 16:00:00,Breakdown,Prevent Maintenance ,Maintenance,Offline,Mr. Trường,BME,Done,Scheduled,0.0,,,,,
309,55,Hematology - Coagulation,Tosoh HLC-723 G11 analyzer,HbA1c-01,2023-02-24 14:55:00,,2023-02-24 15:00:00,2023-02-24 15:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Trường,BME,Done,Scheduled,0.0,,,,,Form_Images/2305221535QS7P-01.Image.084621.jpg
310,371,Microbiology,Previ color gram ,GR-01,2023-02-24 13:55:00,,2023-02-24 14:00:00,2023-02-24 15:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Trường,BME,Done,Scheduled,0.0,,,,,
311,33,GLP,Input/ Output Module,IOM-03,2023-02-24 08:55:00,,2023-02-24 09:00:00,2023-02-24 09:20:00,Breakdown,Module controller disconnected,Re-calibration rack port,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
312,25,GLP,Cars and Track,CTR,2023-02-23 11:55:00,,2023-02-23 12:00:00,2023-02-23 13:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
313,720,GLP,Tosho Connect Module,TOS-01,2023-02-23 11:00:00,,2023-02-23 11:05:00,2023-02-23 11:30:00,Breakdown,No Host communication,Check and power up the Moxa connect,Offline,Mr. Trường,BME,Done,Power fail of Moxa connector,0.0,,,,,
314,34,GLP,SAL User Interface,LAS-UI3,2023-02-23 09:55:00,,2023-02-23 10:00:00,2023-02-23 10:20:00,Breakdown,Sample Access Line (SAL); Tube Carrier; No Movement,"Clean and reset AP, check config AP",Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
315,273,Molecular Biology,Pipette 100-1000ul,FAM002303_2,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-22 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,QH47409,0.0,,,,,
316,987,Molecular Biology,Pipette 1-10ul,FAM002305_2,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-22 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,SH58787,0.0,,,,,
317,502,Molecular Biology,Pipette 1-10ul,FAM002305_3,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-22 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,QH44336,0.0,,,,,
318,460,Molecular Biology,Pipette 20-200ul,FAM002306_1,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-22 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,QH44335,0.0,,,,,
319,594,Molecular Biology,Pipette 20-200ul,FAM002306_2,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-22 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,QH44334,0.0,,,,,
320,651,Molecular Biology,Pipette 20-200ul,FAM002306_3,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-22 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,SH58789,0.0,,,,,
321,129,GLP,Stramax Connect Module,STR-01,2023-02-21 13:55:00,,2023-02-21 14:00:00,2023-02-21 15:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
322,22,AO,Tempus,Tempus600,2023-02-21 10:55:00,,2023-02-21 11:00:00,2023-02-21 11:20:00,Breakdown,"Tube in Carousel, Cannot detect tube on TIM","Check Carousel, Check the Receiver
Clean and bring online back",Online,Mr. Hoàng,BME,Done,Still have dust,0.0,,,,,
323,21,Bio-Immuno,Cobas e801 Analytical unit,MD-09,2023-02-20 14:25:00,,2023-02-20 14:30:00,2023-02-20 18:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Ngọc,BME,Done,Have to delay tests from 2:30 PM to 6 PM,0.0,,,,,
324,30,Bio-Immuno,Alinity I,AI-1,2023-02-20 10:00:00,,2023-02-20 10:35:00,2023-02-20 12:00:00,Breakdown,3424 (Sample) pipettor aspiration error,"Clean sample probe, replace PM sensor, recalibration sample pipettor",Offline,Mr. Vũ,BME,Done,,0.0,,,,,
325,2305180124,Hematology - Coagulation,Alinity H-series,Hq-2,2023-02-20 08:30:00,,2023-02-20 09:00:00,2023-02-20 11:30:00,Breakdown,QC out of range,"Change valve 02, clean sample probe wash area",Offline,Mr. Tới,Mr. Lâm,Done,,0.0,,,Form_Images/2305180124Hq-2.Image.182649.png,,
326,837,Bio-Immuno,Pippette,PP-09,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-16 00:00:00,2023-02-20 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
327,b6236648,Bio-Immuno,RO system Roche,RO-MB,2023-02-18 08:40:00,2023-02-18 08:41:00,2023-02-18 08:45:00,2023-02-18 09:45:00,Maintenance,Prevent Maintenance,"Change filter; Check power, water supply and transport",Offline,Mr. Tín,BME,Done,,0.0,,,report_Images/b6236648.Image.033849.png,,
328,4531,Bio-Immuno,RO system Alinity,RO-MB,2023-02-18 08:40:00,,2023-02-18 08:45:00,2023-02-18 09:40:00,Breakdown,Prevent Mainternance,"Change Filter; Check power, water supply and transport",Offline,Mr. Tín,BME,Done,,0.0,,,,,
329,29,Bio-Immuno,Alinity C,AC-2,2023-02-16 17:25:00,,2023-02-16 17:30:00,2023-02-16 22:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vũ,BME,Done,Scheduled,0.0,,,,,
330,31,Bio-Immuno,Alinity I,AI-2,2023-02-16 17:25:00,,2023-02-16 17:30:00,2023-02-16 22:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vũ,BME,Done,Scheduled,0.0,,,,,
331,20,AO,Tempus,Tempus600,2023-02-15 22:00:00,,2023-02-15 18:00:00,2023-02-15 19:00:00,Breakdown,"Dust on system, tube uncapped","Clean pipes, change line 1 to plastic pipe",Offline,"Mr. Duy, Mr. Hoàng",BME,Done,If running stable can proceed with line 2/ Do clean when have no samples,0.0,,,,,
332,19,GLP,Cars and Track,CTR,2023-02-15 10:55:00,,2023-02-15 11:00:00,2023-02-15 12:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
333,896,AO,Centrifuge,LT-005,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-15 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
334,265,AO,Centrifuge,LT-006,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-15 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
335,236,Molecular Biology,Cold Centrifuge,LT-02,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-15 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
336,584,Molecular Biology,Agilent Microplate Centrifuge,MC-01,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-15 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
337,507,Microbiology,Shaker,ML-01,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-15 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
338,392,Molecular Biology,Minispin,MS-01,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-15 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
339,996,Molecular Biology,Multi-tube Vortexer,MVT-01,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-15 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
340,23,Molecular Biology,Multi-tube Vortexer,MVT-02,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-15 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
341,733,Molecular Biology,Mini vortexer,VT-01,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-15 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
342,721,Molecular Biology,Vortexter,VT-02,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-15 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
343,141,Bio-Immuno,Electronic hygrometer,AKĐT-1,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
344,157,Warehouse,Electronic hygrometer,AKĐT-2,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
345,323,Molecular Biology,Class II Biosafety Cabinet,BSC-02,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
346,587,Molecular Biology,Class II Biosafety Cabinet,BSC-03,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
347,69,Molecular Biology,Pipette 0.2-2ul,FAM002302_1,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,SH78708,0.0,,,,,
348,134,Molecular Biology,Pipette 0.2-2ul,FAM002302_2,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,SH56613,0.0,,,,,
349,153,Molecular Biology,Pipette 0.2-2ul,FAM002302_3,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,QH47406,0.0,,,,,
350,303,Molecular Biology,Pipette 100-1000ul,FAM002303_1,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,SH78709,0.0,,,,,
351,647,Molecular Biology,Pipette 1-10ul,FAM002305_1,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,SH58790,0.0,,,,,
352,251,Bio-Immuno,Thermometer,NK-02,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
353,628,Bio-Immuno,Thermometer,NK-11,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
354,920,Warehouse,Electronic thermometer,NKĐT-1,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
355,705,Bio-Immuno,Electronic thermometer,NKĐT-3,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
356,77,Bio-Immuno,Electronic thermometer,NKĐT-4,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
357,912,Bio-Immuno,Electronic thermometer,NKĐT-5,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
358,222,Bio-Immuno,Electronic thermometer,NKĐT-6,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
359,910,ELISA,Electronic thermometer,NKĐT-7,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
360,444,Hematology - Coagulation,Electronic thermometer,NKĐT-8,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
361,422,AO,Pipette,PP-06,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
362,765,Hematology - Coagulation,Finnpipette,PP-10,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
363,302,ELISA,Pipet,PP-13 ,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
364,388,Hematology - Coagulation,Pipette Eppendorf,PP-14,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
365,238,ELISA,Pippet 100 microlite (fixed),PP-17,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
366,825,Bio-Immuno,Pippette,PP-23,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
367,738,Bio-Immuno,Pippette,PP-24,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
368,165,Molecular Biology,Thermo-hygrometer,TH-01,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
369,815,Molecular Biology,Thermo-hygrometer,TH-02,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
370,743,Molecular Biology,Thermo-hygrometer,TH-03,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
371,326,Molecular Biology,Thermo-hygrometer,TH-04,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
372,734,Molecular Biology,Tempmate-M1 temperature data logger,TP-01,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
373,827,Molecular Biology,Tempmate-M1 temperature data logger,TP-02,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
374,260,Molecular Biology,Tempmate-M1 temperature data logger,TP-03,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
375,394,Molecular Biology,Temperature USB Datalogger ,TP-04,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
376,617,Molecular Biology,Temperature USB Datalogger ,TP-05,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-14 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,Calibration outsite,0.0,,,,,
377,32,Bio-Immuno,Alinity I,AI-2,2023-02-13 08:00:00,,2023-02-13 08:15:00,2023-02-13 10:00:00,Breakdown,Vacuum initialization failed,Replace drive board of vacuum pumb,Offline,Mr. Vũ,BME,Done,,0.0,,,,,
378,581,Molecular Biology,Refrigerator 2-8oC,CF-01,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
379,379,Molecular Biology,Refrigerator 2-8oC,CF-02,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
380,294,Molecular Biology,Refrigerator 2-8oC,CF-03,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
381,57,Molecular Biology,Refrigerator -20oC,DF-01,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
382,247,Molecular Biology,Refrigerator -70oC,DF-02,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
383,101,Warehouse,Cold warehouse,KHO-01,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
384,792,ELISA,Dry heat block machine,MU-01,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
385,356,ELISA,Dry heat block machine,MU-02,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
386,462,Molecular Biology,Autoclaves,NH-04,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
387,546,Molecular Biology,Water heating bath,NU-01,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
388,179,Bio-Immuno,Refrigerator,TL-005,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
389,760,AO,Refrigerator,TL-009,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
390,158,Bio-Immuno,Refrigerator -20oC,TL-06,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
391,542,Molecular Biology,Refrigerator -20oC,TL-07,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-13 00:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
392,15,AO,Tempus,Tempus600,2023-02-12 12:30:00,,2023-02-12 13:00:00,2023-02-12 16:00:00,Breakdown,Dust on system,"Take out Line 1 pipe --> sent to the vendor for processing, clean system",Offline,Mr. Duy,BME,Done,Still have Line 2 for running,0.0,,,,,
393,2305180119,Hematology - Coagulation,Alinity H-series,Hq-2,2023-02-11 08:20:00,,2023-02-11 09:00:00,2023-02-11 12:30:00,Breakdown,QC out of range,"Check and clean dilute cup -> still out, recommend change QC",Offline,Mr. Thịnh,Mr. Lâm,Done,,0.0,,,Form_Images/2305180119Hq-2.Image.182253.png,,
394,16,Microbiology,HeliFan Plus C13,HP-01,2023-02-10 15:30:00,,2023-02-10 16:00:00,2023-02-10 20:00:00,Breakdown,"Absorbed change -> Cannot zero gas, Absorder was expired","Change new absorber, clean aspirate pump, run system check, calibration",Offline,Mr. Vinh,BME,Done,,1.0,HP breath,6.0,,,
395,13,GLP,Decaper Module Double,DM-01,2023-02-10 14:50:00,,2023-02-10 15:00:00,2023-02-10 16:30:00,Breakdown,Z axis collision failed,"Decapper z axis down collision-->find out the flex cable is damaged FLEX CABLE 20X1040
-->replaced cable was fixed issue",Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
396,130,GLP,Tosho Connect Module,TOS-01,2023-02-09 16:55:00,,2023-02-09 17:00:00,2023-02-09 17:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
397,14,GLP,Storage on SM,STORE-01,2023-02-08 15:00:00,,2023-02-08 15:00:00,2023-02-08 16:00:00,Breakdown,"#21437 Storage init failed,near tower not as zero",Storage door can't reach to close position -->move it to close position and lubricant,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
398,12,GLP,Cars and Track,CTR,2023-02-07 14:55:00,,2023-02-07 15:00:00,2023-02-07 16:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
399,4,AO,Tempus,Tempus600,2023-02-06 13:00:00,,2023-02-06 13:30:00,2023-02-06 17:00:00,Breakdown,Sensor receiving not match sending,"Clean transfer pipe
Keep Follow up",Offline,Mr. Hoàng,BME,Follow up,,0.0,,,,,
400,932,GLP,Storage on SM,Store-01,2023-02-03 10:25:00,,2023-02-03 10:30:00,2023-02-03 11:00:00,Breakdown,Griper stuck,Check and reset griper,,BME,,Done,,0.0,,,,,
401,621,GLP,Tempus Module,IOM_TIO-02,2023-02-02 10:25:00,,2023-02-02 10:30:00,2023-02-02 11:30:00,Breakdown,Tube out of line,Clean and recalib line,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
402,430,AO,Tempus,Tempus600,2023-02-02 09:55:00,,2023-02-02 10:00:00,2023-02-02 10:40:00,Breakdown,Tube stuck on carousel,Clean and re-Initialize carousel,Online,Mr. Hoàng,BME,Done,,0.0,,,,,
403,3,Bio-Immuno,Immulite,MD-08,2023-02-01 10:00:00,,2023-02-01 11:00:00,2023-02-01 15:00:00,Breakdown,"Tube liter jam; 
System can not run autostart","General Check
Check and align tube lifter
Reinstall software, database backup",Offline,Mr. Thuận An,Ms. Huyền,Done,,1.0,"FBC: 6
PAPP-A: 4",10.0,,,
404,10,GLP,Centrifuge Module,CM-01,2023-01-31 12:03:00,,2023-01-31 12:08:00,2023-01-31 13:00:00,Breakdown,Bucket not placed correctly,Realign CM robotic,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
405,456,GLP,Cars and Track,CTR,2023-01-31 09:55:00,,2023-01-31 10:00:00,2023-01-31 11:00:00,Breakdown,Weekly Maintenance,Checking and Cleaning,,BME,,Done,,0.0,,,,,
